# Name Epoch Band Mag eMag period DM E(B-V) KMEAN  W1MEAN
lc_3.0_7.00_0.03 56259.32323386330245 r 15.2289 0.0025 3.0000  7.0000 0.0380  2.8566  2.8489
lc_3.0_12.5_1.05 55918.27378822390165 g 13.7067 0.0152 3.0000 12.5000 1.0560  8.4778  8.4100
lc_3.0_12.5_1.05 55918.25995358030195 g 13.7159 0.0152 3.0000 12.5000 1.0560  8.4778  8.4100
lc_3.0_12.5_1.05 55918.27378822390165 g 13.7153 0.0152 3.0000 12.5000 1.0560  8.4778  8.4100
lc_3.0_12.5_1.05 55918.25995358030195 g 13.7024 0.0152 3.0000 12.5000 1.0560  8.4778  8.4100
lc_3.0_12.5_1.05 55507.29306306070066 g 13.7158 0.0152 3.0000 12.5000 1.0560  8.4778  8.4100
lc_3.0_12.5_1.05 55510.28641667409829 g 13.7154 0.0152 3.0000 12.5000 1.0560  8.4778  8.4100
lc_3.0_12.5_1.05 55510.29797697260074 g 13.7424 0.0152 3.0000 12.5000 1.0560  8.4778  8.4100
lc_3.0_12.5_1.05 55510.29797697260074 g 13.7393 0.0152 3.0000 12.5000 1.0560  8.4778  8.4100
lc_3.0_12.5_1.05 55510.28641667409829 g 13.7305 0.0152 3.0000 12.5000 1.0560  8.4778  8.4100
lc_3.0_12.5_1.05 55507.29306306070066 g 13.7173 0.0152 3.0000 12.5000 1.0560  8.4778  8.4100
lc_3.0_12.5_1.05 55507.30751419869921 g 13.6809 0.0152 3.0000 12.5000 1.0560  8.4778  8.4100
lc_3.0_12.5_1.05 55507.30751419869921 g 13.7468 0.0152 3.0000 12.5000 1.0560  8.4778  8.4100
lc_3.0_13.0_1.09 55918.27378822390165 g 14.3074 0.0151 3.0000 13.0000 1.0900  8.9818  8.9120
lc_3.0_13.0_1.09 55918.25995358030195 g 14.3060 0.0151 3.0000 13.0000 1.0900  8.9818  8.9120
lc_3.0_13.0_1.09 55918.27378822390165 g 14.3178 0.0150 3.0000 13.0000 1.0900  8.9818  8.9120
lc_3.0_13.0_1.09 55918.25995358030195 g 14.3073 0.0151 3.0000 13.0000 1.0900  8.9818  8.9120
lc_3.0_13.0_1.09 55507.29306306070066 g 14.2973 0.0151 3.0000 13.0000 1.0900  8.9818  8.9120
lc_3.0_13.0_1.09 55510.28641667409829 g 14.3489 0.0150 3.0000 13.0000 1.0900  8.9818  8.9120
lc_3.0_13.0_1.09 55510.29797697260074 g 14.3164 0.0150 3.0000 13.0000 1.0900  8.9818  8.9120
