# Name Epoch Band Mag eMag period DM E(B-V) KMEAN  W1MEAN
lc_3.0_13.0_1.04 56273.53512608059827 g 14.1715 0.0151 3.0000 13.0000 1.0480  8.9768  8.9095
lc_3.0_13.0_1.04 56273.52161622249696 g 14.1834 0.0151 3.0000 13.0000 1.0480  8.9768  8.9095
lc_3.0_13.0_1.04 56300.48618291549792 g 14.1470 0.0151 3.0000 13.0000 1.0480  8.9768  8.9095
lc_3.0_13.0_1.04 56300.49934421439684 g 14.1829 0.0151 3.0000 13.0000 1.0480  8.9768  8.9095
lc_3.0_13.5_1.05 56273.53512608059827 g 14.6890 0.0149 3.0000 13.5000 1.0590  9.4781  9.4102
lc_3.0_13.5_1.05 56273.52161622249696 g 14.7012 0.0149 3.0000 13.5000 1.0590  9.4781  9.4102
lc_3.0_13.5_1.05 56300.48618291549792 g 14.6678 0.0149 3.0000 13.5000 1.0590  9.4781  9.4102
lc_3.0_13.5_1.05 56300.49934421439684 g 14.7022 0.0149 3.0000 13.5000 1.0590  9.4781  9.4102
lc_3.0_13.5_1.05 55563.53494745629723 g 13.7534 0.0152 3.0000 13.5000 1.0590  9.4781  9.4102
lc_3.0_13.5_1.05 55563.52286690619803 g 13.8246 0.0152 3.0000 13.5000 1.0590  9.4781  9.4102
lc_3.0_14.0_1.07 56273.53512608059827 g 15.2819 0.0148 3.0000 14.0000 1.0740  9.9799  9.9111
lc_3.0_14.0_1.07 56273.52161622249696 g 15.2449 0.0148 3.0000 14.0000 1.0740  9.9799  9.9111
lc_3.0_14.0_1.07 56300.48618291549792 g 15.2545 0.0148 3.0000 14.0000 1.0740  9.9799  9.9111
lc_3.0_14.0_1.07 56300.49934421439684 g 15.2454 0.0148 3.0000 14.0000 1.0740  9.9799  9.9111
lc_3.0_14.0_1.07 55563.53494745629723 g 14.3694 0.0150 3.0000 14.0000 1.0740  9.9799  9.9111
lc_3.0_14.0_1.07 55563.52286690619803 g 14.3715 0.0150 3.0000 14.0000 1.0740  9.9799  9.9111
lc_3.0_14.0_1.07 56273.54895996209962 r 13.8185 0.0013 3.0000 14.0000 1.0740  9.9799  9.9111
lc_3.0_14.0_1.07 56273.56126890760061 r 13.8295 0.0013 3.0000 14.0000 1.0740  9.9799  9.9111
lc_3.0_14.0_1.07 55858.61536423349753 r 13.5084 0.0011 3.0000 14.0000 1.0740  9.9799  9.9111
lc_3.0_14.5_1.65 56273.53512608059827 g 17.5640 0.0195 3.0000 14.5000 1.6500 10.5484 10.4456
lc_3.0_14.5_1.65 56273.52161622249696 g 17.6270 0.0199 3.0000 14.5000 1.6500 10.5484 10.4456
lc_3.0_14.5_1.65 56300.48618291549792 g 17.5779 0.0196 3.0000 14.5000 1.6500 10.5484 10.4456
lc_3.0_14.5_1.65 56300.49934421439684 g 17.5528 0.0195 3.0000 14.5000 1.6500 10.5484 10.4456
lc_3.0_14.5_1.65 55563.53494745629723 g 16.6476 0.0163 3.0000 14.5000 1.6500 10.5484 10.4456
