# Name Epoch Band Mag eMag period DM E(B-V) KMEAN  W1MEAN
lc_3.0_7.00_0.22 56474.53497382390196 r 22.4205 0.4327 3.0000  7.0000 0.2240  2.8787  2.8601
lc_3.0_12.0_1.24 56485.47190927009797 g 13.8505 0.0152 3.0000 12.0000 1.2400  7.9996  7.9210
lc_3.0_12.5_1.45 56485.47190927009797 g 15.0230 0.0148 3.0000 12.5000 1.4560  8.5254  8.4340
lc_3.0_13.0_1.47 56485.47190927009797 g 15.5705 0.0149 3.0000 13.0000 1.4790  9.0281  8.9354
lc_3.0_13.0_1.47 55414.42279743299878 r 13.7596 0.0013 3.0000 13.0000 1.4790  9.0281  8.9354
lc_3.0_13.0_1.47 56485.47190927009797 r 13.7937 0.0013 3.0000 13.0000 1.4790  9.0281  8.9354
lc_3.0_13.5_1.51 56485.47190927009797 g 16.1942 0.0155 3.0000 13.5000 1.5150  9.5324  9.4375
lc_3.0_13.5_1.51 55414.42279743299878 r 14.3316 0.0016 3.0000 13.5000 1.5150  9.5324  9.4375
lc_3.0_13.5_1.51 56474.53497382390196 r 13.6921 0.0012 3.0000 13.5000 1.5150  9.5324  9.4375
lc_3.0_13.5_1.51 56485.47190927009797 r 14.2908 0.0016 3.0000 13.5000 1.5150  9.5324  9.4375
lc_3.0_14.0_1.86 56485.47190927009797 g 17.8007 0.0209 3.0000 14.0000 1.8670 10.0743  9.9586
lc_3.0_14.0_1.86 55414.42279743299878 r 15.6206 0.0032 3.0000 14.0000 1.8670 10.0743  9.9586
lc_3.0_14.0_1.86 56474.53497382390196 r 15.0104 0.0023 3.0000 14.0000 1.8670 10.0743  9.9586
lc_3.0_14.0_1.86 56485.47190927009797 r 15.6478 0.0032 3.0000 14.0000 1.8670 10.0743  9.9586
lc_3.0_14.0_1.86 55779.31114276590233 i 14.0622 0.0149 3.0000 14.0000 1.8670 10.0743  9.9586
lc_3.0_14.0_1.86 55779.29586234559974 i 14.0532 0.0149 3.0000 14.0000 1.8670 10.0743  9.9586
lc_3.0_14.0_1.86 56470.56503437079664 i 14.3442 0.0147 3.0000 14.0000 1.8670 10.0743  9.9586
lc_3.0_14.0_1.86 56470.55431759529893 i 14.4071 0.0147 3.0000 14.0000 1.8670 10.0743  9.9586
lc_3.0_14.0_1.86 56137.43206824360095 i 14.3504 0.0147 3.0000 14.0000 1.8670 10.0743  9.9586
lc_3.0_14.0_1.86 56137.44319353299943 i 14.4007 0.0147 3.0000 14.0000 1.8670 10.0743  9.9586
lc_3.0_14.0_1.86 56491.37988440030313 i 14.3750 0.0147 3.0000 14.0000 1.8670 10.0743  9.9586
lc_3.0_14.0_1.86 56491.36576612899808 i 14.3830 0.0147 3.0000 14.0000 1.8670 10.0743  9.9586
lc_3.0_14.0_1.86 55407.43318160309718 i 14.1606 0.0148 3.0000 14.0000 1.8670 10.0743  9.9586
lc_3.0_14.0_1.86 55407.44596734829975 i 14.1470 0.0149 3.0000 14.0000 1.8670 10.0743  9.9586
lc_3.0_14.0_1.86 56602.21933231259754 i 14.3722 0.0147 3.0000 14.0000 1.8670 10.0743  9.9586
lc_3.0_14.0_1.86 56602.23023282860231 i 14.3430 0.0147 3.0000 14.0000 1.8670 10.0743  9.9586
lc_3.0_14.5_1.88 56485.47190927009797 g 18.3422 0.0250 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 55414.42279743299878 r 16.1559 0.0043 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 56474.53497382390196 r 15.5267 0.0030 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 56485.47190927009797 r 16.1947 0.0044 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 55779.31114276590233 i 14.5958 0.0146 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 55779.29586234559974 i 14.6362 0.0146 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 56470.56503437079664 i 14.9162 0.0145 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 56470.55431759529893 i 14.9637 0.0146 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 56137.43206824360095 i 14.9631 0.0146 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 56137.44319353299943 i 14.9629 0.0146 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 56491.37988440030313 i 14.9805 0.0146 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 56491.36576612899808 i 14.9574 0.0146 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 55407.43318160309718 i 14.7127 0.0146 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 55407.44596734829975 i 14.6650 0.0146 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 56602.21933231259754 i 14.8852 0.0145 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 56602.23023282860231 i 14.9369 0.0145 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 56575.23368132799806 z 13.7096 0.0147 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 55330.54560287560162 z 13.7721 0.0146 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 55330.54136636810290 z 13.7798 0.0146 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 55843.24193779520283 z 13.7203 0.0147 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 55843.25290676779696 z 13.7112 0.0147 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 56389.62117629400018 z 13.8098 0.0146 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 56389.61546812069719 z 13.7771 0.0146 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_14.5_1.88 55766.45887304549979 z 13.5017 0.0147 3.0000 14.5000 1.8860 10.5765 10.4598
lc_3.0_15.0_1.90 56485.47190927009797 g 18.9295 0.0321 3.0000 15.0000 1.9020 11.0784 10.9607
lc_3.0_15.0_1.90 55414.42279743299878 r 16.7011 0.0061 3.0000 15.0000 1.9020 11.0784 10.9607
lc_3.0_15.0_1.90 56474.53497382390196 r 16.0425 0.0041 3.0000 15.0000 1.9020 11.0784 10.9607
lc_3.0_15.0_1.90 56485.47190927009797 r 16.7238 0.0062 3.0000 15.0000 1.9020 11.0784 10.9607
lc_3.0_15.0_1.90 55779.31114276590233 i 15.1432 0.0146 3.0000 15.0000 1.9020 11.0784 10.9607
lc_3.0_15.0_1.90 55779.29586234559974 i 15.1631 0.0146 3.0000 15.0000 1.9020 11.0784 10.9607
lc_3.0_15.0_1.90 56470.56503437079664 i 15.4490 0.0148 3.0000 15.0000 1.9020 11.0784 10.9607
lc_3.0_15.0_1.90 56470.55431759529893 i 15.4402 0.0148 3.0000 15.0000 1.9020 11.0784 10.9607
lc_3.0_15.0_1.90 56137.43206824360095 i 15.4834 0.0148 3.0000 15.0000 1.9020 11.0784 10.9607
lc_3.0_15.0_1.90 56137.44319353299943 i 15.4698 0.0148 3.0000 15.0000 1.9020 11.0784 10.9607
