# Name Epoch Band Mag eMag period DM E(B-V) KMEAN  W1MEAN
lc_3.0_7.00_0.03 55793.46966443570273 r 14.1989 0.0015 3.0000  7.0000 0.0360  2.8564  2.8488
lc_3.0_12.0_1.79 55461.41946421890316 g 14.5967 0.0149 3.0000 12.0000 1.7940  8.0656  7.9543
lc_3.0_12.0_1.79 56528.32416004499828 r 13.5094 0.0011 3.0000 12.0000 1.7940  8.0656  7.9543
lc_3.0_12.5_1.80 55461.41946421890316 g 15.1203 0.0148 3.0000 12.5000 1.8090  8.5674  8.4552
lc_3.0_12.5_1.80 55801.28113068020320 r 13.6812 0.0012 3.0000 12.5000 1.8090  8.5674  8.4552
lc_3.0_12.5_1.80 55793.45977189570112 r 14.0204 0.0014 3.0000 12.5000 1.8090  8.5674  8.4552
lc_3.0_12.5_1.80 55793.46966443570273 r 13.9907 0.0014 3.0000 12.5000 1.8090  8.5674  8.4552
lc_3.0_12.5_1.80 56528.32416004499828 r 13.9878 0.0014 3.0000 12.5000 1.8090  8.5674  8.4552
lc_3.0_12.5_1.80 56528.31427469180198 r 13.9787 0.0014 3.0000 12.5000 1.8090  8.5674  8.4552
lc_3.0_13.0_1.81 55461.41946421890316 g 15.7027 0.0150 3.0000 13.0000 1.8180  9.0684  8.9557
lc_3.0_13.0_1.81 55801.28113068020320 r 14.2621 0.0016 3.0000 13.0000 1.8180  9.0684  8.9557
lc_3.0_13.0_1.81 56499.35842046060134 r 13.8529 0.0013 3.0000 13.0000 1.8180  9.0684  8.9557
lc_3.0_13.0_1.81 56499.36887178850156 r 13.7595 0.0013 3.0000 13.0000 1.8180  9.0684  8.9557
lc_3.0_13.0_1.81 55793.45977189570112 r 14.5085 0.0018 3.0000 13.0000 1.8180  9.0684  8.9557
lc_3.0_13.0_1.81 55793.46966443570273 r 14.5208 0.0018 3.0000 13.0000 1.8180  9.0684  8.9557
lc_3.0_13.0_1.81 55425.46528217609739 r 13.8414 0.0013 3.0000 13.0000 1.8180  9.0684  8.9557
lc_3.0_13.0_1.81 55425.47722982119740 r 13.8338 0.0013 3.0000 13.0000 1.8180  9.0684  8.9557
lc_3.0_13.0_1.81 56528.32416004499828 r 14.4713 0.0017 3.0000 13.0000 1.8180  9.0684  8.9557
lc_3.0_13.0_1.81 56528.31427469180198 r 14.5497 0.0018 3.0000 13.0000 1.8180  9.0684  8.9557
lc_3.0_13.5_1.92 55461.41946421890316 g 16.5109 0.0160 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 55801.28113068020320 r 14.9470 0.0022 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 56499.35842046060134 r 14.5864 0.0018 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 56499.36887178850156 r 14.5569 0.0018 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 55793.45977189570112 r 15.3139 0.0027 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 55793.46966443570273 r 15.3085 0.0027 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 55425.46528217609739 r 14.6099 0.0018 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 55425.47722982119740 r 14.5850 0.0018 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 56528.32416004499828 r 15.2299 0.0025 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 56528.31427469180198 r 15.2688 0.0026 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 56524.41819985349866 i 13.6855 0.0152 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 56524.42953473459784 i 13.7133 0.0152 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 55424.29761418479757 i 14.0459 0.0149 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 55790.31652209359891 i 14.0207 0.0150 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 55790.32795122270181 i 13.9669 0.0150 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 56527.44016683659720 i 13.6807 0.0152 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 56499.39526695469976 i 13.5527 0.0154 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 56499.40689238799678 i 13.5534 0.0154 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 55793.43594509780087 i 14.0134 0.0150 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 55793.44711597119749 i 13.9758 0.0150 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 55425.32838141330285 i 13.5932 0.0153 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 55461.40843784309982 i 13.5719 0.0153 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_13.5_1.92 55461.41946421890316 i 13.5722 0.0153 3.0000 13.5000 1.9260  9.5813  9.4622
lc_3.0_14.0_1.95 55461.41946421890316 g 17.1142 0.0176 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 55801.28113068020320 r 15.5139 0.0030 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 56499.35842046060134 r 15.0788 0.0023 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 56499.36887178850156 r 15.1197 0.0024 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 55793.45977189570112 r 15.8036 0.0035 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 55793.46966443570273 r 15.8089 0.0035 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 55425.46528217609739 r 15.1268 0.0024 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 55425.47722982119740 r 15.1445 0.0024 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 56528.32416004499828 r 15.8454 0.0036 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 56528.31427469180198 r 15.7876 0.0035 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 56524.41819985349866 i 14.2526 0.0148 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 56524.42953473459784 i 14.2577 0.0148 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 55424.29761418479757 i 14.5636 0.0146 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 55790.31652209359891 i 14.5311 0.0146 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 55790.32795122270181 i 14.4748 0.0147 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 56527.44016683659720 i 14.2374 0.0148 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 56499.39526695469976 i 14.1167 0.0149 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 56499.40689238799678 i 14.1055 0.0149 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 55793.43594509780087 i 14.5299 0.0146 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 55793.44711597119749 i 14.5030 0.0146 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 55425.32838141330285 i 14.1180 0.0149 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 55461.40843784309982 i 14.0953 0.0149 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.0_1.95 55461.41946421890316 i 14.1123 0.0149 3.0000 14.0000 1.9540 10.0846  9.9639
lc_3.0_14.5_2.02 55461.41946421890316 g 17.8239 0.0210 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 55801.28113068020320 r 16.1622 0.0044 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 56499.35842046060134 r 15.7574 0.0034 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 56499.36887178850156 r 15.7827 0.0035 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 55793.45977189570112 r 16.4832 0.0053 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 55793.46966443570273 r 16.5050 0.0054 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 55425.46528217609739 r 15.7828 0.0035 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 55425.47722982119740 r 15.8316 0.0036 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 56528.32416004499828 r 16.4597 0.0052 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 56528.31427469180198 r 16.4600 0.0052 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 56524.41819985349866 i 14.8795 0.0145 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 56524.42953473459784 i 14.8587 0.0145 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 55424.29761418479757 i 15.1821 0.0146 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 55790.31652209359891 i 15.1356 0.0146 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 55790.32795122270181 i 15.1377 0.0146 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 56527.44016683659720 i 14.9148 0.0145 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 56499.39526695469976 i 14.7657 0.0146 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 56499.40689238799678 i 14.6790 0.0146 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 55793.43594509780087 i 15.1295 0.0146 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 55793.44711597119749 i 15.1419 0.0146 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 55425.32838141330285 i 14.7014 0.0146 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 55461.40843784309982 i 14.6610 0.0146 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 55461.41946421890316 i 14.6966 0.0146 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 55508.21116291970247 z 13.9374 0.0146 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 55508.19858781470248 z 13.8889 0.0146 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 55850.21230762019695 z 13.8828 0.0146 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 55850.21538943760243 z 13.8865 0.0146 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 55342.49115870329842 z 13.7885 0.0146 3.0000 14.5000 2.0230 10.5928 10.4680
lc_3.0_14.5_2.02 55342.50224968940165 z 13.7970 0.0146 3.0000 14.5000 2.0230 10.5928 10.4680
